epoch,sod,sat,const,selected_code_L1,selected_code_L2,selected_phase_L1,selected_phase_L2,raw_code_L1,raw_code_L2,raw_phase_L1_cycles,raw_phase_L2_cycles,freq1_hz,freq2_hz,lambda1_m,lambda2_m,lam1_ok,lam2_ok,code_ok,phase_ok,freq_ok,PASS
0,0.0,E04,E,C1C,C5Q,L1C,L5Q,26394633.4660,26394629.8900,138704877.6760,103578339.7590,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
0,0.0,E09,E,C1C,C5Q,L1C,L5Q,25059195.0570,25059192.7730,131687063.3410,98337779.2620,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
0,0.0,E16,E,C1C,C5Q,L1C,L5Q,23817192.6390,23817189.3400,125160227.4140,93463793.0660,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
0,0.0,G01,G,C1W,C2W,L1C,L2W,23080315.9200,23080315.8670,121287881.0110,94510026.5180,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
0,0.0,G03,G,C1W,C2W,L1C,L2W,20593474.5560,20593475.9620,108219453.5560,84326848.3700,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
0,0.0,G04,G,C1W,C2W,L1C,L2W,23164150.8730,23164150.8470,121728456.2630,94853342.5320,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
0,0.0,G08,G,C1W,C2W,L1C,L2W,23959738.2950,23959743.1200,125909281.6800,98111137.5800,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
0,0.0,G16,G,C1W,C2W,L1C,L2W,20072622.0560,20072621.7420,105482384.8290,82194071.9790,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
0,0.0,G26,G,C1W,C2W,L1C,L2W,21795459.2290,21795460.3900,114535959.1510,89248819.6090,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
0,0.0,G27,G,C1W,C2W,L1C,L2W,23497203.3590,23497204.8540,123478658.5990,96217125.4160,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
0,0.0,G31,G,C1W,C2W,L1C,L2W,23104003.8680,23104002.6900,121412439.5480,94607094.2780,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
1,30.0,E04,E,C1C,C5Q,L1C,L5Q,26396289.5030,26396286.0830,138713580.4640,103584838.6090,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
1,30.0,E05,E,C1C,C5Q,L1C,L5Q,26860184.5610,26860182.9260,141151236.4530,105405127.4640,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
1,30.0,E09,E,C1C,C5Q,L1C,L5Q,25055189.1710,25055186.7840,131666012.2770,98322059.3120,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
1,30.0,E16,E,C1C,C5Q,L1C,L5Q,23808372.4370,23808369.1090,125113877.6790,93429181.2760,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
1,30.0,G01,G,C1W,C2W,L1C,L2W,23089049.6630,23089048.9340,121333776.3060,94545789.0930,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
1,30.0,G03,G,C1W,C2W,L1C,L2W,20586021.0110,20586022.1750,108180284.9130,84296327.3520,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
1,30.0,G04,G,C1W,C2W,L1C,L2W,23152741.0850,23152740.1580,121668495.9940,94806620.2500,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
1,30.0,G08,G,C1W,C2W,L1C,L2W,23946776.8940,23946780.6750,125841166.9940,98058061.2610,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
1,30.0,G16,G,C1W,C2W,L1C,L2W,20072706.8460,20072705.3660,105482826.1370,82194415.8680,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
1,30.0,G26,G,C1W,C2W,L1C,L2W,21810508.9440,21810511.3490,114615047.7500,89310447.0810,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
1,30.0,G27,G,C1W,C2W,L1C,L2W,23485713.1020,23485714.7440,123418279.1330,96170076.5010,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
1,30.0,G31,G,C1W,C2W,L1C,L2W,23117539.1820,23117537.7070,121483566.8500,94662518.1520,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
2,60.0,E04,E,C1C,C5Q,L1C,L5Q,26397959.0470,26397954.9050,138722351.2170,103591388.2250,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
2,60.0,E05,E,C1C,C5Q,L1C,L5Q,26853144.0450,26853142.5350,141114238.6840,105377499.3000,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
2,60.0,E09,E,C1C,C5Q,L1C,L5Q,25051172.4100,25051170.2180,131644904.6690,98306297.1250,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
2,60.0,E16,E,C1C,C5Q,L1C,L5Q,23799613.9300,23799610.6390,125067851.8300,93394811.3320,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
2,60.0,G01,G,C1W,C2W,L1C,L2W,23097803.0380,23097802.3610,121379777.5770,94581634.2440,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
2,60.0,G03,G,C1W,C2W,L1C,L2W,20578671.5900,20578672.9220,108141664.0420,84266233.1620,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
2,60.0,G04,G,C1W,C2W,L1C,L2W,23141309.7640,23141308.6190,121608427.6490,94759813.7680,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
2,60.0,G08,G,C1W,C2W,L1C,L2W,23933779.3620,23933779.5250,125772858.7540,98004834.1860,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
2,60.0,G16,G,C1W,C2W,L1C,L2W,20072912.7450,20072910.8300,105483908.2960,82195259.1150,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
2,60.0,G26,G,C1W,C2W,L1C,L2W,21825633.1440,21825635.8270,114694524.6920,89372377.1630,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
2,60.0,G27,G,C1W,C2W,L1C,L2W,23474218.3540,23474219.5420,123357870.6890,96123005.0560,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
2,60.0,G31,G,C1W,C2W,L1C,L2W,23131059.3970,23131057.4550,121554616.3420,94717881.3820,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
3,90.0,E04,E,C1C,C5Q,L1C,L5Q,26399640.6570,26399637.1800,138731190.2850,103597988.8040,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
3,90.0,E05,E,C1C,C5Q,L1C,L5Q,26846075.8130,26846074.3910,141077095.1020,105349762.1840,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
3,90.0,E09,E,C1C,C5Q,L1C,L5Q,25047145.2240,25047142.7280,131623740.5820,98290492.7680,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
3,90.0,E16,E,C1C,C5Q,L1C,L5Q,23790917.3400,23790914.0120,125022150.2980,93360683.5980,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
3,90.0,G01,G,C1W,C2W,L1C,L2W,23106576.4880,23106575.9150,121425881.1650,94617559.1210,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
3,90.0,G03,G,C1W,C2W,L1C,L2W,20571426.7640,20571427.6610,108103591.6180,84236566.3370,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
3,90.0,G04,G,C1W,C2W,L1C,L2W,23129858.2890,23129857.9470,121548251.3180,94712923.1180,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
3,90.0,G08,G,C1W,C2W,L1C,L2W,23920743.3070,23920741.2740,125704357.9490,97951457.1220,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
3,90.0,G16,G,C1W,C2W,L1C,L2W,20073240.5060,20073238.8030,105485630.4170,82196601.0350,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
3,90.0,G26,G,C1W,C2W,L1C,L2W,21840830.3220,21840832.4920,114774386.3100,89434607.0070,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
3,90.0,G27,G,C1W,C2W,L1C,L2W,23462717.4770,23462719.0600,123297435.0560,96075912.4440,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
3,90.0,G31,G,C1W,C2W,L1C,L2W,23144564.6160,23144561.7900,121625585.6900,94773182.1610,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
4,120.0,E04,E,C1C,C5Q,L1C,L5Q,26401336.0950,26401333.1450,138740099.2020,103604641.5520,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
4,120.0,E05,E,C1C,C5Q,L1C,L5Q,26838980.3420,26838978.4750,141039806.0800,105321916.5040,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
4,120.0,E09,E,C1C,C5Q,L1C,L5Q,25043107.3590,25043105.2480,131602521.2970,98274647.1950,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
4,120.0,E16,E,C1C,C5Q,L1C,L5Q,23782282.7700,23782279.4550,124976774.7810,93326799.2970,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
4,120.0,G01,G,C1W,C2W,L1C,L2W,23115368.4470,23115368.6410,121472084.7770,94653561.9360,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
4,120.0,G03,G,C1W,C2W,L1C,L2W,20564286.6300,20564286.9890,108066069.5170,84207328.3330,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
4,120.0,G04,G,C1W,C2W,L1C,L2W,23118386.8120,23118386.2130,121487968.2910,94665949.3470,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
4,120.0,G08,G,C1W,C2W,L1C,L2W,23907672.4380,23907669.7960,125635666.8790,97897931.6890,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
4,120.0,G16,G,C1W,C2W,L1C,L2W,20073689.7050,20073688.8170,105487992.9060,82198441.9420,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
4,120.0,G26,G,C1W,C2W,L1C,L2W,21856100.3410,21856101.7410,114854630.2880,89497134.7830,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
4,120.0,G27,G,C1W,C2W,L1C,L2W,23451211.4890,23451215.2960,123236975.3580,96028801.0490,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
4,120.0,G31,G,C1W,C2W,L1C,L2W,23158054.0920,23158051.7410,121696474.2830,94828420.0200,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
5,150.0,E04,E,C1C,C5Q,L1C,L5Q,26403043.7950,26403040.8620,138749075.4150,103611344.5410,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
5,150.0,E05,E,C1C,C5Q,L1C,L5Q,26831855.7580,26831853.5840,141002367.8160,105293959.3600,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
5,150.0,E09,E,C1C,C5Q,L1C,L5Q,25039058.3500,25039056.0040,131581244.0990,98258758.3700,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
5,150.0,E16,E,C1C,C5Q,L1C,L5Q,23773709.6920,23773706.0220,124931722.8600,93293156.6540,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
5,150.0,G01,G,C1W,C2W,L1C,L2W,23124178.8880,23124178.2890,121518381.8720,94689637.6270,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
5,150.0,G03,G,C1W,C2W,L1C,L2W,20557250.5800,20557251.4020,108029095.4840,84178517.3880,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
5,150.0,G04,G,C1W,C2W,L1C,L2W,23106894.8760,23106894.0610,121427575.7430,94618890.2280,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
5,150.0,G08,G,C1W,C2W,L1C,L2W,23894563.0610,23894563.6870,125566783.6240,97844256.4640,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
5,150.0,G16,G,C1W,C2W,L1C,L2W,20074260.6830,20074259.6430,105490992.1670,82200779.0380,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
5,150.0,G26,G,C1W,C2W,L1C,L2W,21871441.4810,21871443.0160,114935250.0670,89559955.3940,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
5,150.0,G27,G,C1W,C2W,L1C,L2W,23439702.2480,23439705.4490,123176490.4130,95981669.9920,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
5,150.0,G31,G,C1W,C2W,L1C,L2W,23171528.0440,23171525.5470,121767276.9890,94883590.9470,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
6,180.0,E04,E,C1C,C5Q,L1C,L5Q,26404766.6190,26404763.2740,138758125.9860,103618103.0840,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
6,180.0,E05,E,C1C,C5Q,L1C,L5Q,26824703.9530,26824702.1030,140964786.2970,105265895.2220,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
6,180.0,E09,E,C1C,C5Q,L1C,L5Q,25034999.7670,25034996.9420,131559915.8900,98242831.4530,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
6,180.0,E16,E,C1C,C5Q,L1C,L5Q,23765199.6270,23765195.7680,124887001.7600,93259761.0570,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
6,180.0,G01,G,C1W,C2W,L1C,L2W,23133007.2080,23133006.4860,121564775.7390,94725788.7050,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
6,180.0,G03,G,C1W,C2W,L1C,L2W,20550320.3920,20550321.6440,107992676.9350,84150139.2920,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
6,180.0,G04,G,C1W,C2W,L1C,L2W,23095382.3640,23095382.2870,121367080.6650,94571751.2230,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
6,180.0,G08,G,C1W,C2W,L1C,L2W,23881420.1990,23881421.9400,125497715.9810,97790437.5650,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
6,180.0,G16,G,C1W,C2W,L1C,L2W,20074953.8190,20074952.1860,105494634.5500,82203617.2630,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
6,180.0,G26,G,C1W,C2W,L1C,L2W,21886855.0940,21886856.9460,115016248.8370,89623071.3210,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
6,180.0,G27,G,C1W,C2W,L1C,L2W,23428189.1680,23428190.8940,123115988.9000,95934526.0290,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
6,180.0,G31,G,C1W,C2W,L1C,L2W,23184985.6190,23184983.5680,121837998.4450,94938698.5440,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
7,210.0,E04,E,C1C,C5Q,L1C,L5Q,26406502.4820,26406498.9500,138767248.0310,103624914.9660,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
7,210.0,E05,E,C1C,C5Q,L1C,L5Q,26817524.2340,26817523.2200,140927057.3960,105237721.0860,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
7,210.0,E09,E,C1C,C5Q,L1C,L5Q,25030930.8940,25030928.3930,131538533.5350,98226864.1410,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
7,210.0,E16,E,C1C,C5Q,L1C,L5Q,23756751.6660,23756748.2830,124842608.6480,93226610.3660,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
7,210.0,G01,G,C1W,C2W,L1C,L2W,23141852.6490,23141852.5270,121611259.5140,94762009.8180,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
7,210.0,G03,G,C1W,C2W,L1C,L2W,20543495.4290,20543496.3650,107956811.1990,84122191.9640,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
7,210.0,G04,G,C1W,C2W,L1C,L2W,23083850.8360,23083849.7540,121306479.8460,94524529.7970,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
7,210.0,G08,G,C1W,C2W,L1C,L2W,23868242.5280,23868243.2510,125428461.7960,97736473.3260,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
7,210.0,G16,G,C1W,C2W,L1C,L2W,20075768.3780,20075766.9600,105498915.5780,82206953.1300,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
7,210.0,G26,G,C1W,C2W,L1C,L2W,21902339.8610,21902341.8490,115097619.6910,89686477.1800,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
7,210.0,G27,G,C1W,C2W,L1C,L2W,23416672.5210,23416674.3510,123055469.3870,95887368.0200,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
7,210.0,G31,G,C1W,C2W,L1C,L2W,23198426.5040,23198424.4790,121908633.3380,94993738.7180,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
8,240.0,E04,E,C1C,C5Q,L1C,L5Q,26408252.6780,26408249.5150,138776446.0470,103631783.6350,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
8,240.0,E05,E,C1C,C5Q,L1C,L5Q,26810317.2710,26810315.8740,140889184.4830,105209439.3470,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
8,240.0,E09,E,C1C,C5Q,L1C,L5Q,25026852.5410,25026849.9210,131517101.4330,98210859.6420,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
8,240.0,E16,E,C1C,C5Q,L1C,L5Q,23748367.2560,23748363.8070,124798548.1970,93193708.0970,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
